#{"t_start": 1661930578.746828, "env_id": "LunarLander-v2"}
r,l,t
-192.037352,67,0.115745
-296.287211,94,0.210933
-68.213183,57,0.273258
-125.103748,74,0.344766
-119.363647,57,0.414559
-369.98896,95,0.538417
-24.341056,123,0.680523
-209.931907,57,0.743005
-158.797183,87,0.832277
-228.491383,127,0.957761
-72.23246,90,1.045678
-320.879723,75,1.119333
-86.226504,69,2.435794
-196.800437,91,2.528397
-84.139554,70,2.601321
-68.640149,64,2.665694
-114.729285,76,2.753784
-254.567376,143,2.88895
-105.961915,118,3.008678
-40.493553,109,3.120106
-337.352261,92,3.21224
-72.434479,66,3.286003
-162.962035,112,3.407411
-74.385374,99,4.76107
-94.831938,72,4.832588
-114.527161,80,4.920589
-71.517251,67,4.992513
-70.165276,95,5.10554
-169.760996,90,5.211763
-135.237,94,5.31645
19.151873,134,5.467289
-63.153346,67,5.537976
-294.783863,83,5.637363
-122.641321,101,5.75673
-138.365929,95,7.038705
-78.382623,127,7.166721
-172.096732,97,7.253545
-55.122801,138,7.388996
-23.688023,83,7.473452
-270.884967,121,7.585677
-220.041948,129,7.730961
-132.443824,112,7.861933
-138.451016,100,7.993398
-136.873269,79,8.095365
-210.838519,112,9.448609
-64.690417,116,9.652242
-146.974898,119,9.886039
-86.350146,89,10.074369
-93.61184,97,10.285027
-103.077009,105,10.51497
-86.032006,74,10.673736
-102.99968,104,10.894218
-105.911408,92,10.995058
-113.042044,150,12.355972
-56.93923,166,12.529831
-12.125627,93,12.630474
-62.333878,98,12.735453
-27.98712,169,12.916707
-99.813225,109,13.032574
-76.444496,88,13.125355
-115.674697,184,13.318336
-43.246633,95,13.425008
-54.031928,124,14.754448
-25.27566,134,14.898326
-8.551855,111,15.010141
-51.785939,87,15.102347
3.531811,134,15.270387
-38.722302,84,15.381417
-10.999503,98,15.533934
-76.323821,128,15.698311
-9.437573,97,15.831351
-82.360696,105,17.260962
-44.993213,111,17.381376
-41.931908,88,17.47437
-62.605495,102,17.575871
-68.421022,98,17.681285
-46.730558,96,17.782248
-56.25443,142,17.947996
-76.613679,137,18.13992
-8.435225,141,18.356734
-33.914603,116,19.798705
14.975282,166,20.143276
40.428537,126,20.406555
-30.400645,145,20.649565
2.154266,137,20.844983
-28.689451,177,21.135991
10.907306,148,21.418206
8.531413,152,22.892813
8.355312,117,23.165015
3.77694,104,23.410138
-50.746682,171,23.789094
-7.85416,108,23.975262
-37.209615,119,24.159989
13.315346,185,24.501749
-31.745521,175,26.008129
87.263762,1000,29.368738
-52.597324,215,29.874375
32.156995,120,30.186187
-27.171728,128,30.531859
-20.61981,147,30.927352
-9.177556,118,31.281267
-21.368267,133,31.660414
-18.987339,140,33.135523
60.628617,1000,35.969948
-31.596441,158,37.535439
7.404464,201,38.084787
46.015778,136,38.405848
18.14821,114,38.671644
-140.723237,436,40.886396
-1.290508,154,41.314279
-26.595029,136,41.613928
-40.65365,172,41.957705
79.201856,1000,45.58026
148.755812,1000,49.980109
11.294481,163,50.453257
124.7585,1000,54.199501
126.31499,1000,57.882301
65.494312,1000,61.647331
100.617695,1000,65.245569
11.332466,161,65.62337
134.466283,1000,69.111794
56.560707,192,69.63295
9.416892,178,70.130837
103.462399,1000,73.851645
172.355914,1000,77.453118
156.168959,1000,81.426388
146.949214,1000,85.214376
135.721772,1000,88.809994
169.47221,1000,92.331172
135.766068,1000,95.90983
174.540826,1000,99.357404
183.839545,1000,102.871908
152.278501,1000,106.602486
177.516793,1000,109.750809
129.840658,1000,113.146005
154.138016,1000,116.490768
156.919041,1000,119.869353
176.92359,1000,123.191342
144.961356,1000,127.074897
46.673591,145,127.423289
141.62818,1000,131.170531
178.440755,1000,134.438481
160.816469,1000,137.698252
88.771652,153,138.013479
192.04225,1000,141.20756
169.781428,1000,144.340917
132.152335,1000,147.620282
12.601489,184,147.934033
290.53919,894,150.707084
78.764328,165,151.028615
288.106818,447,153.009749
42.814637,158,153.312902
299.604057,331,153.916616
269.054474,672,156.228519
270.955528,394,156.943188
262.183465,228,158.448486
279.820555,247,158.797164
52.059547,171,159.064797
266.832046,398,159.687477
240.118025,252,161.198781
278.90658,286,161.626445
250.485324,259,161.98569
290.696646,345,163.841791
296.641909,254,164.371859
256.863523,315,164.874679
280.780854,231,165.209122
286.60853,218,166.687341
271.46851,237,167.02022
278.206603,241,167.33349
229.422166,261,167.673552
265.125974,250,169.14424
280.260767,271,169.480919
309.351094,213,169.770168
78.927386,176,169.9996
301.029821,258,170.328824
298.925572,233,171.766654
264.296679,257,172.093663
292.130948,240,172.395529
263.044754,248,172.719236
263.851961,235,174.167532
73.305392,180,174.400621
298.472792,470,175.053795
293.222356,243,175.371611
245.076945,234,176.834588
247.830662,261,177.177569
276.130923,291,177.55563
310.967213,250,177.883466
271.505347,221,179.483439
303.676564,239,179.819697
263.024448,247,180.216891
231.263222,245,180.616841
262.955549,231,182.087772
296.571214,343,182.557056
256.57043,247,182.896757
299.982168,242,183.23657
257.151319,281,184.768031
321.133313,285,185.140135
263.582357,218,185.44062
292.171074,410,187.152759
307.503439,229,187.445395
261.117045,212,187.706489
294.817874,293,188.110698
272.276439,237,189.584467
299.703364,262,189.919282
297.596784,277,190.408957
272.843144,266,190.762082
257.354264,216,192.240637
236.685161,217,192.52517
292.877049,231,192.829049
113.794397,1000,195.363445
263.367938,234,195.728134
