#{"t_start": 1661930578.721, "env_id": "LunarLander-v2"}
r,l,t
-5.751966,78,0.15373
-128.66801,104,0.259774
-200.039909,87,0.349056
-226.545491,128,0.501883
-342.049996,96,0.62652
-109.393175,71,0.70136
-150.526222,73,0.780343
-217.512263,93,0.876252
-161.341346,122,0.997127
-189.468951,105,1.098563
-90.681217,66,1.16538
-340.979234,99,2.511918
-109.886566,107,2.622607
-71.529692,65,2.688117
-212.825397,95,2.793616
-158.694964,97,2.888023
-67.663552,83,2.968952
-106.299211,106,3.076058
-122.454254,87,3.164695
-296.072206,104,3.274988
-100.515284,102,3.38306
-232.528151,135,4.777169
-88.485106,66,4.840603
-186.827307,87,4.938043
-92.25189,83,5.03052
-77.847341,76,5.119218
-97.543421,101,5.237499
-170.483077,105,5.354648
-6.324147,120,5.490445
-300.645949,98,5.596981
-108.079256,71,5.68033
-172.686765,75,5.772803
-102.89175,82,5.858112
14.543345,128,7.166426
-144.2867,131,7.292947
-59.067403,87,7.377617
-127.583718,92,7.467219
-150.607421,106,7.570296
-129.28056,117,7.690818
-238.207652,112,7.820553
-108.874637,94,7.941409
-69.239394,112,8.08119
-15.478239,108,9.41985
-128.264253,143,9.665386
-105.080375,106,9.871255
-103.622848,97,10.07659
-71.31103,105,10.300529
-47.626965,149,10.62601
-77.39146,100,10.852755
-88.92795,96,10.984772
-229.791168,136,11.138306
-79.866037,104,12.440731
-99.29317,140,12.592269
-80.705697,88,12.682303
-52.958465,80,12.768324
-76.604588,81,12.855258
-90.853654,68,12.92907
-54.298116,142,13.083272
-193.660121,100,13.182817
-39.376726,95,13.275695
-92.139578,127,13.421123
3.364321,114,14.739874
-65.512399,155,14.911127
-67.36227,118,15.029614
-21.324801,85,15.115759
-162.882233,106,15.247163
-12.726678,83,15.349159
-14.650744,102,15.523313
-72.663317,111,15.661935
-39.646654,119,15.818908
-5.813623,86,17.234103
-72.121596,139,17.385584
-44.976231,107,17.49896
-3.721682,124,17.622769
-103.284875,79,17.708969
-125.994777,108,17.822957
-71.821278,115,17.956681
-77.472366,134,18.141907
-21.655389,131,18.342125
-49.263847,73,19.675908
14.582264,121,19.931255
-24.677165,154,20.252582
-25.342582,156,20.582163
-25.788946,163,20.797419
-48.043107,149,21.035919
11.93754,114,21.228663
-47.835095,141,21.508339
-92.443215,124,22.923393
-56.120669,130,23.226095
5.01976,134,23.545742
12.754417,123,23.809394
3.781387,204,24.144324
-14.020737,86,24.289534
-55.163645,122,24.521346
-28.14878,136,25.941787
-0.487088,187,26.314591
41.031552,107,26.494994
-29.521161,137,26.755205
-2.459953,110,26.983793
-41.806261,144,27.300558
-111.753222,139,27.647965
-23.525967,125,27.989579
-4.004371,166,29.555592
26.530876,126,29.861364
-34.778609,140,30.224709
-12.342671,114,30.531316
82.84106,1000,34.373086
58.92093,148,34.822969
-2.061427,1000,38.679138
-35.899133,142,38.983697
157.437195,1000,42.518123
24.374348,185,42.912557
34.164947,193,44.479159
97.859271,1000,48.768207
-7.564456,134,49.192729
40.884389,119,49.563789
135.072406,1000,53.403634
73.343447,1000,57.018923
-5.332011,129,57.406808
76.568101,1000,61.24821
125.742583,1000,64.892034
143.762757,1000,68.370024
34.42762,190,68.786512
116.45006,1000,72.472799
149.693243,1000,76.265475
144.490718,1000,79.884551
-3.279707,232,80.551953
81.640553,1000,84.473743
130.739679,1000,88.162884
149.120673,1000,91.655967
140.284772,1000,95.251211
149.871495,1000,98.772574
154.681906,1000,102.238787
158.638298,1000,106.014693
180.139683,1000,109.190007
151.341655,1000,112.55702
164.893106,1000,115.928326
170.905453,1000,119.25144
300.356017,774,122.17059
177.036899,1000,125.826749
105.951327,1000,129.657663
188.5695,1000,133.137944
140.952476,1000,136.352082
131.146742,1000,139.604954
164.927005,1000,141.630224
276.668505,650,144.057793
180.61039,1000,147.326505
160.019033,1000,150.341727
293.473938,458,152.32721
254.678376,658,153.561679
276.86989,380,155.384088
310.502124,426,156.122962
277.861072,468,156.956281
60.464534,183,158.412788
284.457924,322,158.860032
231.277996,361,159.406786
38.595013,175,159.698194
30.004369,144,161.047603
266.662935,344,161.565293
265.205099,281,161.9551
293.979316,430,163.961245
241.394307,271,164.544089
264.174808,241,164.886038
79.598808,196,165.169722
263.959914,248,166.690816
254.26049,247,167.040573
273.728622,241,167.354391
74.214133,173,167.577963
306.30748,263,167.926935
72.858408,169,169.276884
265.502372,223,169.560015
278.770117,270,169.922078
300.652816,267,170.270499
267.182547,290,171.776015
301.294808,279,172.133039
249.761295,241,172.436673
282.913897,277,172.801242
283.444092,264,174.281178
282.02859,318,174.71673
308.894554,275,175.097115
248.642082,261,175.43822
246.559112,270,176.952557
310.040757,265,177.29556
266.369328,261,177.638415
255.777346,252,179.223584
235.048901,340,179.728263
266.464686,354,180.301008
309.630926,289,180.75371
259.061894,227,182.216259
274.622233,262,182.567732
317.58973,232,182.885156
263.675329,214,183.193767
296.58954,224,184.631299
259.854365,249,184.966679
301.221348,259,185.318881
288.554046,263,185.679455
277.414013,288,187.226747
301.093775,244,187.53242
289.769945,217,187.800183
262.72139,228,188.121384
256.543807,248,189.612641
274.31827,263,189.948713
236.092947,239,190.38197
283.267594,294,190.775593
263.043847,287,192.360066
276.196181,285,192.733794
51.736161,183,192.958051
288.046477,381,193.470274
247.73634,217,194.917733
236.621487,272,195.31501
296.212373,264,195.728691
255.123945,229,196.080147
