#{"t_start": 1661897911.79647, "env_id": null}
r,l,t
-0.69076,6,203.118417
-0.383318,6,203.12134
0.522127,6,203.124181
0.458209,6,203.12764
-1.256979,6,203.130613
-0.449927,6,207.051556
-1.569366,6,207.054475
0.395598,6,207.057312
0.368486,6,207.060817
0.353343,6,207.063775
0.527535,6,211.000587
-0.025491,6,211.003537
-0.132245,6,211.00638
0.557875,6,211.009218
-0.415179,6,211.01204
0.5113,6,214.936281
-2.78587,25,214.947148
-0.174542,6,214.949984
0.425272,6,214.952801
-0.216704,6,214.95561
0.608774,6,218.870298
-0.145764,6,218.873222
0.093668,7,218.876533
0.317429,6,218.879373
-0.503824,6,218.882191
-0.026156,6,222.998006
0.632529,6,223.000958
0.015752,6,223.003805
0.246077,6,223.007308
0.594317,6,223.010274
-2.641535,25,226.971131
-2.689173,25,226.982161
-1.027554,6,226.985011
0.470098,6,226.987845
0.540771,6,226.99068
-0.706843,6,230.958356
-0.565318,6,230.961301
-0.024324,6,230.964164
-0.606024,6,230.967653
0.027308,6,230.970619
-0.884484,6,234.932585
0.222173,6,234.935498
-0.958237,6,234.938324
-0.213192,6,234.941765
-1.020846,6,234.94471
-1.428879,6,238.890303
-0.19342,6,238.893257
-0.310836,6,238.896117
0.38536,6,238.898959
-0.246359,6,238.901813
0.119523,6,242.857707
0.093051,6,242.860629
0.460881,6,242.863482
0.028532,6,242.866483
0.310248,6,242.869475
0.390116,6,246.81563
-1.082881,6,246.81856
-0.478034,6,246.821389
0.505691,6,246.824821
0.630617,6,246.827786
0.431165,6,250.797588
-0.724006,6,250.800547
-0.544476,6,250.8034
-0.068919,6,250.806881
-0.243096,6,250.809843
0.445977,6,254.733483
-0.869567,25,254.744383
-0.550669,6,254.747224
0.139,6,254.750051
-0.10825,6,254.752869
0.587624,6,258.700506
0.529905,6,258.703435
-0.164646,6,258.706279
-0.102285,6,258.709121
0.028027,6,258.711951
-1.337811,6,262.648129
0.01878,6,262.651084
-0.152793,6,262.653929
-0.054479,6,262.657418
0.298425,6,262.66038
0.396776,6,266.598957
-0.469097,6,266.601893
-1.574883,6,266.604736
-0.498807,6,266.608174
-0.328577,6,266.611139
-0.220862,6,270.534181
-0.167963,6,270.537105
0.160954,6,270.539927
0.454545,6,270.542754
-0.280785,6,270.545592
0.350982,6,274.501763
0.177216,6,274.504693
-1.237314,6,274.507558
0.182803,6,274.655571
0.159008,6,274.693149
-1.391411,6,278.62783
-0.138331,6,278.630789
0.164925,6,278.633655
-0.110784,6,278.636518
-1.24504,6,278.639356
-2.766343,25,282.592149
-0.019809,6,282.595074
0.010899,6,282.597908
0.411294,6,282.600751
0.221677,6,282.603571
0.114652,6,286.539475
0.434583,6,286.542442
0.27354,6,286.545297
0.01166,6,286.548143
0.004975,6,286.550977
-0.283912,6,290.497861
-2.455944,25,290.509455
0.627805,6,290.512394
0.319179,6,290.51525
-1.248998,6,290.518093
0.0527,6,294.483275
0.466991,6,294.486215
0.275944,6,294.489065
0.104123,6,294.492531
-0.166829,6,294.495516
-0.183163,6,298.438662
0.327854,6,298.441583
-1.58576,6,298.444428
0.332433,6,298.447256
0.034532,6,298.450075
-0.81585,6,302.402557
0.007631,6,302.405486
-0.81617,6,302.408336
-0.298924,8,302.412659
-1.860878,6,302.415613
0.064383,6,306.360356
0.088626,6,306.363282
-0.405481,6,306.36612
-1.272239,6,306.368948
-0.717003,6,306.371755
0.471391,6,310.327362
-1.07957,6,310.33034
-0.14294,6,310.334329
-0.529663,6,310.337246
0.528392,6,310.340097
0.241792,6,314.30458
-1.163051,6,314.307508
0.319567,6,314.310346
0.364068,6,314.313175
-0.237212,6,314.315984
-0.094043,6,318.256434
0.016587,6,318.259385
0.400834,6,318.262239
0.321283,6,318.265092
0.089426,6,318.267919
-1.383564,6,322.223537
-0.4532,6,322.226467
-0.478041,6,322.229313
0.27342,6,322.232752
0.033867,6,322.235708
-0.364306,6,326.180701
0.197319,7,326.184087
-0.816094,6,326.186938
-0.625688,6,326.190437
-0.094189,6,326.193402
0.578588,6,330.133871
0.474824,6,330.136819
-0.0951,6,330.139664
-0.027084,6,330.143167
-0.030288,6,330.146145
-0.009275,6,334.100721
0.285821,6,334.103682
0.058331,6,334.106552
0.342345,6,334.109403
0.278989,6,334.112272
-1.323524,6,338.058294
-0.306782,6,338.061218
-0.707603,6,338.064062
-0.162746,6,338.066891
0.042811,6,338.069709
0.569681,6,342.023122
0.27153,6,342.026083
-0.231818,6,342.02894
-0.230259,6,342.032431
-1.621614,6,342.035408
0.565534,6,345.999297
-1.197504,6,346.002234
0.016202,6,346.005083
0.117889,6,346.00792
-0.418617,6,346.010738
-1.986607,6,349.998948
0.424285,6,350.001888
-6.69393,25,350.012667
0.449555,6,350.015494
-0.033559,6,350.018307
-1.997318,6,353.97278
-1.711022,7,353.97614
0.428844,6,353.979142
-1.260394,6,353.982585
-0.845829,6,353.985492
-1.3495,6,357.938646
0.550593,6,357.941589
-1.008786,6,357.944443
-1.363786,6,357.94729
0.055167,6,357.950122
0.199068,6,361.932875
0.505284,6,361.935812
-0.26445,6,361.938663
-0.239441,6,361.942251
-0.092184,6,361.945213
0.027148,6,365.897933
0.323146,6,365.900902
-0.469191,6,365.903755
-0.90966,6,365.906597
-0.204363,6,365.909422
-0.415647,6,369.867796
-0.590067,6,369.870773
-0.037913,6,369.873635
0.056065,6,369.877141
0.422381,6,369.880137
-1.841816,6,373.846316
0.292195,6,373.849237
0.218109,6,373.852079
-0.55201,6,373.854906
-0.479351,6,373.857722
0.034707,6,377.812773
0.315068,6,377.815684
0.578092,6,377.818515
0.36091,6,377.821339
-1.448478,6,377.824139
0.518528,6,381.794162
0.64439,6,381.797126
0.342623,6,381.799997
0.419031,6,381.803494
-0.575522,6,381.80647
0.460265,6,385.76349
0.285674,6,385.766434
-0.700031,6,385.769289
0.092888,8,385.773613
0.051019,6,385.776562
0.17323,6,389.715473
-0.574552,6,389.718397
-0.084801,6,389.721239
-0.850111,6,389.72473
-1.2972,6,389.72772
0.12538,6,393.679489
0.014622,6,393.682427
0.361463,6,393.685275
-0.584515,6,393.688693
0.252379,6,393.691658
0.47003,6,397.640592
-1.208608,6,397.643553
0.20185,6,397.646401
-0.557175,6,397.649863
0.312971,6,397.652832
